filename	reference_text	transcribed_text
common_voice_he_39753169	תשלום ה מסים בא גם לתת חנוך ל אנשים	תשלום ה מסים בא גם לתת חנוך ל אנשים
common_voice_he_39753184	כש אין שמונה מאות שקל ב בית עם ארבע ילדים	כש אין שמונה מאות שקל ב בית עם ארבע ילדים
common_voice_he_39753185	האם להעביר אדמות ל הקמת ישוב ערבי זה ציוני או לא ציוני	האם להעביר אדמות ל הקמת ישוב ערבי זה ציוני או לא ציוני
common_voice_he_39753186	הם דואגים ל מיליון ו רבע איש ש נמצאים ב קרנות ה פנסיה ה ותיקות וה חדשות	הם דואגים ל מיליון ו רבע איש ש נמצאים ב קרנות ה פנסיה ה ותיקות וה חדשות
common_voice_he_39753187	נדמה לי שה תכנית ה זאת היא תכנית אכזרית ב מיחד	נדמה לי שה תכנית ה זאת היא תכנית אכזרית ב מיחד
common_voice_he_39753188	ללא כבישים ו ללא אמצעי תחבורה מסדרים	ללא כבישים ו ללא אמצעי תחבורה מסדרים
common_voice_he_39753206	ה לילה ה טעות ה זאת תקנה ו מחירי ה דלק ירדו	ה לילה ה טעות ה זאת תקנה ו מחירי ה דלק ירדו
common_voice_he_39753207	ש חמש אחוזים מה דירות ב מכרזים ש אנחנו מוציאים הולכים ל דיור ה צבורי	ש חמש אחוזים מה דירות ב מכרזים ש אנחנו מוציאים הולכים ל דיור ה צבורי
common_voice_he_39753209	אני חוזר ו אומר לא מיכאל איתן	אני חוזר ו אומר לא מיכאל איתן
common_voice_he_39753210	כמו גם להציב תמרור אזהרה ו אמירה ברורה	כמו גם להציב תמרור אזהרה ו אמירה ברורה
common_voice_he_39753224	משדרים ב רחבי ה ארץ ו אף סיע ב אתור גגות מתאימים ל התקנת ה משדרים	משדרים ב רחבי ה ארץ ו אף סיע ב אתור גגות מתאימים ל התקנת ה משדרים
common_voice_he_39753225	ש תפעיל בתוך פרק זמן קצר תכנית פילוט ל הגברת ה פקוח וה אכיפה ב דרום ה ארץ	ש תפעיל בתוך פרק זמן קצר תכנית פילוט ל הגברת ה פקוח וה אכיפה ב דרום ה ארץ
common_voice_he_39753226	תכנית זו כוללת ב חבה גזרות קשות מ נשא	תכנית זו כוללת ב חובה גזרות קשות מ נשא
common_voice_he_39753227	ו ידבר יוצא מן ה אולם פשוט מאוד	ו ידבר יוצא מן ה עולם פשוט מאוד
common_voice_he_39753228	לא נתקדם לא נלך לא נבוא	לא נתקדם לא נלך לא נבוא
common_voice_he_39753242	חמש אחוזים זה עדין מספר גדול	חמש אחוזים זה עדין מספר גדול
common_voice_he_39753243	שפיר ו שמואל ה נכדים אחיו אריה שילנסקי	שפיר ו שמואל ה נכדים אחיו אריה שילנסקי
common_voice_he_39753244	ה נשים כבר היו מלאות ילדים חדשים	ה נשים כבר היו מלאות ילדים חדשים
common_voice_he_39753245	אדם ה רעב ל לחם הוא אדם ש כבודו כ אדם נפגע	אדם ה רעב ל לחם הוא אדם ש כבודו כ אדם נפגע
common_voice_he_39753246	ש עם אדם מ מוצא פלסטיני אי אפשר להתחתן	ש עם אדם מ מוצא פלסטיני אי אפשר להתחתן
common_voice_he_39753268	ה קניון ה גדול מ קבוצת עזריאלי	ה קניון ה גדול מ קבוצת עזריאלי
common_voice_he_39753269	פורחים כדורים אגוזים מתפצחים אני מתכון ל פצצות	פורחים כדורים אגוזים מתפצחים אני מתכון ל פצצות
common_voice_he_39753270	כדי לא להגיע למעשה גזעני או ל אפליה	כדי לא להגיע למעשה גזעני או ל אפליה
common_voice_he_39753271	ו אכן יקלטו מאות מורים ערבים ב מערכת ה חנוך ה יהודית	ו אכן יקלטו מאות מורים ערבים ב מערכת ה חנוך ה יהודית
common_voice_he_39753272	ש לא ירגישו ש הם לבד ב סבל ש הם סובלים	ש לא ירגישו ש הם לבד ב סבל ש הם סובלים
common_voice_he_39753279	ה חצי ה דרומי הוא כבר לא ים	ה חצי ה דרומי הוא כבר לא ים
common_voice_he_39753280	כמו יום ה אדמה ו כמו אוקטובר אלפים	כמו יום ה אדמה ו כמו אוקטובר אלפים
common_voice_he_39753281	חלק גדול מה תאונות קורות מתחת ל בתים	חלק גדול מה תאונות קורות מתחת ל בתים
common_voice_he_39753282	ו זה מה ה בסיס ל חלק גדול מ טעוניו	ו זה מה ה בסיס ל חלק גדול מ טעוניו
common_voice_he_39753283	מחר יצאו ל חפשה למעלה מ מיליון תלמידים	מחר יצאו ל חפשה למעלה מ מיליון תלמידים
common_voice_he_39753438	אנחנו עושים את זה ה יום כבר ב בתי ה חולים	אנחנו עושים את זה ה יום כבר ב בתי ה חולים
common_voice_he_39753439	ש היא מערכת סבירה ב מנחים ה מקבלים ב עולם ה מערבי	ש היא מערכת סבירה ב מנחים ה מקבלים ב עולם ה מערבי
common_voice_he_39753440	אב ה פעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה	אב ה פעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה
common_voice_he_39753441	ל הבטחת חיי אדם ו גם ל קדשת חיי אדם	ל הבטחת חיי אדם ו גם ל קדשת חיי אדם
common_voice_he_39753442	שה צמיד קצבה מסימת ל שכר ה ממצע ו לא ל מדד	שה צמיד קצבה מסימת ל שכר ה ממצע ו לא ל מדד
common_voice_he_39753458	ש נמצא ב עבודה ב אפריקה או ב ארצות ה ברית	ש נמצא ב עבודה ב אפריקה או ב ארצות ה ברית
common_voice_he_39753459	ערבי זה ערבי ו יהודי זה יהודי	ערבי זה ערבי ו יהודי זה יהודי
common_voice_he_39753460	הם הקימו ארגון הורים ל נפגעי חזרה ב תשובה	הם הקימו ארגון הורים ל נפגעי חזרה ב תשובה
common_voice_he_39753461	ב עולם ה מערבי זמן ה הגעה ל ארוע קצר מאוד	ב עולם ה מערבי זמן ה הגעה ל ארוע קצר מאוד
common_voice_he_39753462	ש שתף פעלה גם עם ה שנויים ו עם ה מציאות ה פתוחה	ש שתף פעלה גם עם ה שנויים ו עם ה מציאות ה פתוחה
common_voice_he_39753468	אני לא אפרט מי יודע מה	אני לא אפרט מי יודע מה
common_voice_he_39753469	דיוני ה ועדה פתוחים ל עתונאים על בסיס יומיומי	דיוני ה ועדה פתוחים ל עתונאים על בסיס יומיומי
common_voice_he_39753470	מרכזי חסן קהלתיים ב שדרות וב ארבע מועצות אזוריות ב עוטף עזה	מרכזי חסן קהלתיים ב שדרות וב ארבע מועצות אזוריות ב עוטף עזה
common_voice_he_39753471	ו הוא גם לא איזה אות הצטינות	ו הוא גם לא איזה אות הצטינות
common_voice_he_39753472	ספר לי אהובי על חייך על ילדותך	ספר לי אהובי על חייך על ילדותך
common_voice_he_39753478	שניהם ראויים ליצג את ה כנסת	שניהם ראויים ליצג את ה כנסת
common_voice_he_39753479	עשרים ו תשע ב אוקטובר אלף תשע מאות חמשים ו שש היה יום קשה	עשרים ו תשע ב אוקטובר אלף תשע מאות חמשים ו שש היה יום קשה
common_voice_he_39753480	ה מכתב נכתב כפי ש כתבתי ב ראשו ב שעה כזו מ אחרת	ה מכתב נכתב כפי ש כתבתי ב ראשו ב שעה כזו מ אחרת
common_voice_he_39753481	אני לא מרגיש מסכן ברוך ה שם	אני לא מרגיש מסכן ברוך ה שם
common_voice_he_39753482	ב ארבע ב יוני שגר דר יואב ספיר	ב ארבע ב יוני שגר דוקטור יואב ספיר
common_voice_he_39753488	היא גורמת ל כך ש לא רק היא	היא גורמת ל כך ש לא רק היא
common_voice_he_39753489	לא היתה אף תרופה ש לא היתה ב סל	לא היתה אף תרופה ש לא היתה ב סל
common_voice_he_39753490	פנו אלי סטודנטים מ ירושלים ב שאלה מדוע אנחנו לא מקבלים את ה הנחה ה מגיעה לנו ב ארנונה	פנו אלי סטודנטים מ ירושלים ב שאלה מדוע אנחנו לא מקבלים את ה הנחה ה מגיעה לנו ב ארנונה
common_voice_he_39753491	הלכנו הסתכלנו ב טבע ה יפה עד ש הגענו ל מורד	הלכנו הסתכלנו ב טבע ה יפה עד ש הגענו ל מורד
common_voice_he_39753492	ה מרכיב ה כי חשוב הוא ה חסן ה לאמי אחדות ה עם	ה מרכיב ה כי חשוב הוא ה חסן ה לאמי אחדות ה עם
common_voice_he_39753498	אם אתם רוצים תרומה למה לא פשוט לבקש	אם אתם רוצים תרומה למה לא פשוט לבקש
common_voice_he_39753499	אבל רק נגיד דבר אחת מעולם לא הייתי ב ישיבות ש למרות ש הקשבתי קשב רב	אבל רק נגיד דבר אחת מעולם לא הייתי ב ישיבות ש למרות ש הקשבתי קשב רב
common_voice_he_39753500	ו אז לא ישלמו להם הבטחת הכנסה	ו אז לא ישלמו להם הבטחת הכנסה
common_voice_he_39753501	אנחנו הכנסנו סנקציות מאוד מאוד מחמירות ב שלוש מישורים	אנחנו הכנסנו סנקציות מאוד מאוד מחמירות ב שלוש מישורים
common_voice_he_39753518	הם עובדים מתוך תחושת משבר כלכלי	הם עובדים מתוך תחושת משבר כלכלי
common_voice_he_39753519	ה דבר ה זה חמור ב מיחד כלפי חולים כרוניים ש מקבלים מרשמים מדי חדש ב חדשו	ה דבר ה זה חמור ב מיחד כלפי חולים כרוניים ש מקבלים מרשמים מדי חדש ב חדשו
common_voice_he_39753520	שה נפגעים ה ראשונים וה עקריים הם ה קבוצות ה חלשות ב אכלוסיה	שה נפגעים ה ראשונים וה עקריים הם ה קבוצות ה חלשות ב אכלוסיה
common_voice_he_39753521	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד
common_voice_he_39753541	תחת שלטונות רשע וה רדיפות ה קשות ביותר	תחת שלטונות רשע וה רדיפות ה קשות ביותר
common_voice_he_39753542	היא נהגה ו נוהגת ב אחריות וב זהירות ה מתחיבת	היא נהגה ו נוהגת ב אחריות וב זהירות ה מתחיבת
common_voice_he_39753543	פיסבוק או חברת מטא היא ה בעלים של אינסטגרם ו אוטסאפ	פיסבוק או חברת מטא היא ה בעלים של אינסטגרם ו ווטסאפ
common_voice_he_39753544	אני מבקש לומר ש זאת הזדמנות יוצאת דפן	אני מבקש לומר ש זאת הזדמנות יוצאת דפן
common_voice_he_39753545	שב עיני מיליארד מסלמים הוא מנהיג ו גבור כמו צלאח א דין	שב עיני מיליארד מסלמים הוא מנהיג ו גבור כמו סלאח א דין
common_voice_he_39753570	ה יזמה ל הצעה ה זאת נובעת מ כמה ענינים מרכזיים	ה יזמה ל הצעה ה זאת נובעת מ כמה ענינים מרכזיים
common_voice_he_39753571	נכים ו כו לא פוגעים ב תגמולי ה מלואים	נכים ו כו לא פוגעים ב תגמולי ה מלואים
common_voice_he_39753572	אל תדליק את ה אור עדין	אל תדליק את ה אור עדין
common_voice_he_39753573	יש חשיבות רבה ל כך ש ועדות ה ערר יפעלו ב אפן ש יאפשר להן להגן על זכויות ה משתתפים	יש חשיבות רבה ל כך ש ועדות ה ערר יפעלו ב אפן ש יאפשר להן להגן על זכויות ה משתתפים
common_voice_he_39753574	ו נבדק ל ארך ה תקופה איך זה עובד	ו נבדק ל ארך ה תקופה איך זה עובד
common_voice_he_39753586	ה צעדה תחל ב שעה ארבע ב רחבת נזכר ש בין ה תחנה ה מרכזית ה חדשה ל בניני ה אמה ב ירושלים	ה צעדה תחל ב שעה ארבע ב רחבת נזקור ש בין ה תחנה ה מרכזית ה חדשה ל בניני ה אמה ב ירושלים
common_voice_he_39753587	ל מתי עליך להיות מוכן ל בחינות	ל מתי עליך להיות מוכן ל בחינות
common_voice_he_39753588	יש להם כל כך הרבה ילדים	יש להם כל כך הרבה ילדים
common_voice_he_39753589	שמא הוא מצא מקום ש יהודי חרדי גם יקבל דירה	שמא הוא מצא מקום ש יהודי חרדי גם יקבל דירה
common_voice_he_39753590	ה ציר ה שני הוא אזרחים ו אזרחיות ש הם באמת מטפלים אלטרנטיבים	ה ציר ה שני הוא אזרחים ו אזרחיות ש הם באמת מטפלים אלטרנטיביים
common_voice_he_39753600	כמות ה רכבים ה ממגנים מספיקה ל פעילות ה גדוד ול בצוע משימותיו	כמות ה רכבים ה מוגנים מספיקה ל פעילות ה גדוד ול בצוע משימותיו
common_voice_he_39753601	אני חושב שב סיום עבודת ה ועדה ב ראשות פרופסור שטינברג	אני חושב שב סיום עבודת ה ועדה ב ראשות פרופסור שטינברג
common_voice_he_39753602	סגיה זו שלובה ב תהליך ה מדיני ב כללותו ו קשורה גם ל מדיניות ה כוללת לגבי ה נעשה ב יהודה ו שומרון	סגיה זו שלובה ב תהליך ה מדיני ב כללותו ו קשורה גם ל מדיניות ה כוללת לגבי ה נעשה ב יהודה ו שומרון
common_voice_he_39753603	גורמי ה בטיחות וה הצלה כמו כבוי אש	גורמי ה בטיחות וה הצלה כמו כבוי אש
common_voice_he_39753613	אבל אני רוצה להמשיך או לפתח ב נקדה ש איתן נגע בה ב אקראי	אבל אני רוצה להמשיך או לפתח ב נקדה ש איתן נגע בה ב אקראי
common_voice_he_39753615	ש תפקיד ה שופטים הוא לחולל מהפכה חברתית	ש תפקיד ה שופטים הוא לחולל מהפכה חברתית
common_voice_he_39753616	ב יום חמישי ה קרוב אמור להתבצע ה פנוי שלה	ב יום חמישי ה קרוב אמור להתבצע ה פנוי שלה
common_voice_he_39753618	כפוף ל הוראת תקנה זו אני מודיע ב זאת	כפוף ל הוראת תקנה זו אני מודיע ב זאת
common_voice_he_39753620	אני מבטיח לסים בתוך שתי דקות	אני מבטיח לסים בתוך שתי דקות
common_voice_he_39753626	אז היית יכול לומר שגיתי ב מקרו כלכלה	אז היית יכול לומר שגיתי ב מקרו כלכלה
common_voice_he_39753629	תמיד זכיתי לקבל הרינו שמחים להודיעך	תמיד זכיתי לקבל הרינו שמחים להודיעך
common_voice_he_39753630	אז למה הם המשיכו אז ב תפקידם	אז למה הם המשיכו אז ב תפקידם
common_voice_he_39753631	ו בגלל זה פתחו לו את ה ראש פעמים ו שרפו את ה מכונית שלו ו מגנו את ביתו	ו בגלל זה פתחו לו את ה ראש פעמים ו שרפו את ה מכונית שלו ו מגנו את ביתו
common_voice_he_39753639	אנחנו מציעים ל סיע ל עצמאים ול עסקים קטנים	אנחנו מציעים ל סיע ל עצמאים ול עסקים קטנים
common_voice_he_39753640	היא לא יכולה להיות שיכת ל אדם אחת	היא לא יכולה להיות שיכת ל אדם אחת
common_voice_he_39753641	ה עולם עמוס משא ל עיפה	ה עולם עמוס מסע ל עיפה
common_voice_he_39753642	אך ב בואו ל פסק הוא מחיב להתחשב אך ו רק ב עבדות ה מובאות בפניו	אך ב בואו ל פסק הוא מחיב להתחשב אך ו רק ב עבדות ה מובאות בפניו
common_voice_he_39753643	הם עשו זאת כי הם ברוכי כשרונות	הם עשו זאת כי הם ברוכי כשרונות
common_voice_he_39753649	דרשנו ו נמשיך לדרש תקציבים ו חקיקה ל טובת ה חלשים	דרשנו ו נמשיך לדרש תקציבים ו חקיקה ל טובת ה חלשים
common_voice_he_39753650	ב אחת ה ימים יצא ה קצין	ב אחת ה ימים יצא ה קצין
common_voice_he_39753651	ו אני יכול לתת לך הרבה דגמאות	ו אני יכול לתת לך הרבה דגמאות
common_voice_he_39753652	אני רוצה להקריא מ שני מכתבים קטעים קצרים	אני רוצה להקריא מ שני מכתבים קטעים קצרים
common_voice_he_39753653	ה מסרת ה יהודית לא אפשרה ל אדם לקבל רבית כאשר הוא נותן הלואה	ה מסרת ה יהודית לא אפשרה ל אדם לקבל רבית כאשר הוא נותן הלואה
common_voice_he_39753654	קצין אנגלי ש היה ממנה עלינו	קצין אנגלי ש היה ממנה עלינו
common_voice_he_39753655	ש יהיה להם איזה מעמד מיחד בתוך ה עיריה	ש יהיה להם איזה מעמד מיחד בתוך ה עיריה
common_voice_he_39753656	לא נעשה כלום ו הנה עכשו אני הולך לקדם ו לעשות לא	לא נעשה כלום ו הנה עכשו אני הולך לקדם ו לעשות לא
common_voice_he_39753657	ו אז אולי ה אויב יבין שב כוח אי אפשר	ו אז אולי ה אויב יבין שב כוח אי אפשר
common_voice_he_39753658	ה קצוץ ה קשה וה כואב ב מענקי ה אזון וב תקציבי ה רשויות ה מקומיות	ה קצוץ ה קשה וה כואב ב מענקי ה אזון וב תקציבי ה רשויות ה מקומיות
common_voice_he_39771109	ש לא ישלמו כמו מי ש מרויח חמשת אלפים שקל	ש לא ישלמו כמו מי ש מרויח חמשת אלפים שקל
common_voice_he_39771111	ו בגלל זה לא נגענו ב קצבאות ה זקנה ו לא נגענו ב קצבאות ה נכים	ו בגלל זה לא נגענו ב קצבאות ה זקנה ו לא נגענו ב קצבאות ה נכים
common_voice_he_39771113	ב ענין ה זה מדברים מדי כמה חדשים	ב ענין ה זה מדברים מדי כמה חדשים
common_voice_he_39771115	יושב פה יושב ראש ועדת ה כלכלה	יושב פה יושב ראש ועדת ה כלכלה
common_voice_he_39771116	אתה מחכה ל פסיק כי הוא לא יבוא	אתה מחכה ל פסיק כי הוא לא יבוא
common_voice_he_39771126	מתוך רצון למנע פגיעה ב רגשות ה צבור	מתוך רצון למנע פגיעה ב רגשות ה צבור
common_voice_he_39771127	ממד הוא מרחב מוגן דירתי ו אלו מ מק הוא מרחב קומתי מוגן	ממד הוא מרחב מוגן דירתי ו אלו מ מק הוא מרחב קומתי מוגן
common_voice_he_39771128	כי היא באמת באה ליצר מגבלה לגבי גבה ה שכר ב גופים ה נתמכים	כי היא באמת באה ליצר מגבלה לגבי גבה ה שכר ב גופים ה נתמכים
common_voice_he_39771129	וכ תוצאה ממנה לא יצאו מחבלים מתאבדים מ עזה	וכ תוצאה ממנה לא יצאו מחבלים מתאבדים מ עזה
common_voice_he_39771130	שכן אין כמו ה ענין ה זה ב חשיבותו ה מיחדת כדי ש הוא יהיה	שכן אין כמו ה ענין ה זה ב חשיבותו ה מיחדת כדי ש הוא יהיה
common_voice_he_39771141	כדי ש תקבל אינפורמציה נוספת ש תצטבר עד אז	כדי ש תקבל אינפורמציה נוספת ש תצטבר עד אז
common_voice_he_39771142	עברות שחיתות אפשר ל דגל ב נושא ה זה	עברות שחיתות אפשר ל דגל ב נושא ה זה
common_voice_he_39771143	החלטנו אתם תביאו ה כל	החלטנו אתם תביאו ה כל
common_voice_he_39771144	עברת אלימות חמורה או עברה מ סוג פשע	עברת אלימות חמורה או עברה מ סוג פשע
common_voice_he_39771145	ל עמת שמונים אחוזים לגבי צעירה יהודיה מה ישובים ב דרום	ל עמת שמונים אחוזים לגבי צעירה יהודיה מה ישובים ב דרום
common_voice_he_39771175	ב שורה ה תחתונה אומר כאן ש עד של קולות ה אלה מקרב ה צבור ה חלוני	ב שורה ה תחתונה אומר כאן ש עד של ה קולות ה אלה מ קרב ה צבור ה חלוני
common_voice_he_39771176	פרופסור אברהם הרשקו ו פרופסור אהרן צחנובר	פרופסור אברהם הרשקו ו פרופסור אהרן צחנובר
common_voice_he_39771177	אני רוצה להתיחס ב דברי ב יום ה זה	אני רוצה להתיחס ב דברי ב יום זה
common_voice_he_39771179	ב צמת יגור ל מרגלות הר ה כרמל יש משתלת פרחים	ב צמת יגור ל מרגלות הר ה כרמל יש משתלת פרחים
common_voice_he_39771197	ב גל ה קצוצים ה נוכחי מצגים חלק גדול מאוד מ עובדי ה שרותים ה צבוריים כ כאלה ש הם מיתרים	ב גל ה קצוצים ה נוכחי מצגים חלק גדול מאוד מ עובדי ה שרותים ה צבוריים כ כאלה ש הם מיתרים
common_voice_he_39771198	ה מגמה ה קימת היא לשחרר מוצרים מפקוח מחירים מ יד כאשר אפשר לעשות כן מ בחינה כלכלית	ה מגמה ה קימת היא לשחרר מוצרים מפקוח מחירים מ יד כאשר אפשר לעשות כן מ בחינה כלכלית
common_voice_he_39771199	אתם ה עובדים ה קודחים ה קרועים ה מליונים אשר מצחכם קורן אור יגיעה ו עמל	אתם ה עובדים ה קודחים ה קרועים ה מיליונים אשר מצחכם קורן אור יגיעה ו עמל
common_voice_he_39771200	ו חוקרים מה פקולטה ל הנדסה ב אוניברסיטת אלבורג ב דנמרק	ו חוקרים מה פקולטה ל הנדסה ב אוניברסיטת הולבורג ב דנמרק
common_voice_he_39771206	ה ילדה בקשה בלון תכלת ל יום הלדת שלה	ה ילדה בקשה בלון תכלת ל יום הלדת שלה
common_voice_he_39771208	ב העדר בני משפחה ש יתנגדו ו עם בקשת זקא להכיר בו כ מיצגיהם	ב העדר בני משפחה ש התנגדו ו עם בקשת זקה להכיר בו כ מיצגיהם
common_voice_he_39771209	נצטרך גם למצא מסגרות חוץ ביתיות	נצטרך גם למצא מסגרות חוץ ביתיות
common_voice_he_39771210	אנו מציעים לחפש בשביל אנשי ‘ קום מקום התישבות חדש	אנו מציעים לחפש בשביל אנשי קום מקום התישבות חדש
common_voice_he_39771230	ב מהלך ה בוררות הוכח כי חזן עסק ב תקופת עבודתו ב תאטרון כ רואה חשבון עבור מספר לקוחות	ב מהלך ה בוררות הוכח כי חזן עסק ב תקופת עבודתו ב תאטרון כ רואה חשבון עבור מספר לקוחות
common_voice_he_39771231	ו החל ב פעילותו ה צבורית ה ברוכה למען ה חקלאות וה התישבות	ו החל ב פעילותו ה צבורית ה ברוכה למען ה חקלאות וה התישבות
common_voice_he_39771232	זה קורה ב בלגיה זה קורה ב הולנד	זה קורה ב בלביה זה קורה ב הולנד
common_voice_he_39771233	ה ועדה ה מיעצת תקבע עורכי דין ה ראויים ו מתאימים ל כהנה כ בורר ב בוררות חובה	ה ועדה ה מיעצת תקבע עורכי דין ה ראויים ו מתאימים ל כהנה כ בורר ב בוררות חובה
common_voice_he_39771234	ה מקימת אותה ב דבקות מה יום ש בו השגתם את עצמאותכם	ה מקימת אותה ב דבקות מה יום ש בו השגתם את עצמאותכם
common_voice_he_39771249	משום ש קשה לי להאמין ש מישהו ב עירית ירושלים	משום ש קשה לי להאמין ש מישהו ב עירית ירושלים
common_voice_he_39771250	ו אני רואה ש יושב ראש ה ישיבה מפנה מבטו אלי	ו אני רואה ש יושב ראש ה ישיבה מפנה מבטו אלי
common_voice_he_39771251	אנחנו רואים שה עולם מתחלק כפי ש הוא מתחלק וה צביעות חוגגת	אנחנו רואים שה עולם מתחלק כפי ש הוא מתחלק וה צביעות חוגגת
common_voice_he_39771252	שרק ב עשרים ו תשע אחוזים מה לדות יזכו ב מענק זה	שרק ב עשרים ו תשע אחוזים מה לדות יזכו ב מענק זה
common_voice_he_39771253	קצוץ ב דמי אבטלה ו החמרה ב תנאי ה זכאות ל דמי אבטלה	קצוץ ב דמי אבטלה ו החמרה ב תנאי ה זכאות ל דמי אבטלה
common_voice_he_39771261	זה היה משדר	זה היה משדר
common_voice_he_39771262	עמדת בכלל ה זה במשך שתים עשרה שעות	עמדת בכלל ה זה במשך שתים עשרה שעות
common_voice_he_39771263	אני שמח ש גם היא תומכת ב זה	אני שמח ש גם היא תומכת ב זה
common_voice_he_39771264	ה פעם עשה שמוש מעט שנוי ב מחלקת ב סמכותו	ה פעם עשה שמוש מעט שנוי ב מחלקת ב סמכותו
common_voice_he_39771265	אולי הם יכלו להשפיע בעוד כמה קולות	אולי הם יכלו להשפיע בעוד כמה קולות
common_voice_he_39771290	אני מקנא ב מי ש חי ב עולם וירטואלי	אני מקנא ב מי ש חי ב עולם וירטואלי
common_voice_he_39771291	ה חילים ה אלה לא יכלו לעשות דבר	ה חילים ה אלה לא יכלו לעשות דבר
common_voice_he_39771292	תכנית ה צמיחה ה נכונה היא זאת ש משקיעה ב תשתית	תכנית ה צמיחה ה נכונה היא זאת ש משקיעה ב תשתית
common_voice_he_39771293	קבוצת רעם תעל ו קבוצת ה אחוד ה לאמי מציעים ש סעיף זה ימחק	קבוצת רעם תעל ו קבוצת ה אחוד ה לאמי מציעים ש סעיף זה ימחק
common_voice_he_39771294	כי דברנו מספיק ו עכשו אנחנו צריכים לעשות ו אף אחת לא פטור מ זה	כי דברנו מספיק ו עכשו אנחנו צריכים לעשות ו אף אחת לא פטור מ זה
common_voice_he_39771305	לא הבשיל אז ה תהליך עקב העדר נכונות מקבילה ב צד ה שני	לא הבשיל אז ה תהליך עקב העדר נכונות מקבילה ב צד ה שני
common_voice_he_39771306	ה אוצר אומר שה עלות ל משק היא מיליארד שקל	ה אוצר אומר שה עלות ל משק היא מיליארד שקל
common_voice_he_39771307	זה פעם ראשונה ש אני שומע ש זאת עדות	זה פעם ראשונה ש אני שומע ש זאת עדות
common_voice_he_39771308	ב עשרים ו שש ב דצמבר אלפים ו שלוש פרסם ב מקומון תל אביב	ב עשרים ו שש ב דצמבר אלפים ו שלוש פרסם ב מקומון תל אביב
common_voice_he_39771309	ש אנחנו ב יהודה וב שומרון בזכות אבות ו לא ב חסד ה אמות	ש אנחנו ב יהודה וב שומרון בזכות אבות ו לא ב חסד ה אמות
common_voice_he_39771315	גם ל ועד ה ממנה שם ו גם ל משרד ה חנוך	גם ל ועד ה ממנה שם ו גם ל משרד ה חנוך
common_voice_he_39771316	ב ערב ה סעודית לא רק של יהודי אסור לגור	ב ערב ה סעודית לא רק של יהודי אסור לגור
common_voice_he_39771317	וה שאלה ה נשאלת היא איפה היתה ה משטרה	וה שאלה ה נשאלת היא איפה היתה ה משטרה
common_voice_he_39771318	אני מסכים שה תופעה ה זאת ראויה ל טפול	אני מסכים שה תופעה ה זאת ראויה ל טפול
common_voice_he_39771319	למעט פג אחת או ילוד אחת שה עבר ל בית ה חולים ש נידר ב פתח תקוה	למעט פג אחת או ילוד אחת שה עבר ל בית ה חולים ש נידר ב פתח תקוה
common_voice_he_39778670	האם כבר חלף מה עולם שלטונו של אדם ב אדם או שלטונו של עם ב עם	האם כבר חלף מה עולם שלטונו של אדם ב אדם או שלטונו של עם ב עם
common_voice_he_39778671	אפשר לומר שה יום אין סיוע ב משכנתאות	אפשר לומר שה יום אין סיוע ב משכנתאות
common_voice_he_39778673	כמובן ל מפלגות ו כמובן הגבלת שליטה זרה	כמובן ל מפלגות ו כמובן הגבלת שליטה זרה
common_voice_he_39778674	הם מצאו כתבת טובה לתת ב ראש	הם מצאו כתבת טובה לתת ב ראש
common_voice_he_39778675	תקבל משפחה שבה עשר ילדים אלף מאה ו שמונים שקלים בלבד	תקבל משפחה שבה עשר ילדים אלף מאה ו שמונים שקלים בלבד
common_voice_he_39778676	כי זה גורם נזק ל מאבקנו ה צודק	כי זה גורם נזק ל מאבקנו ה צודק
common_voice_he_39778677	אנחנו אולי רגילים ל נסיגה חד צדדית	אנחנו אולי רגילים ל נסיגה חד צדדית
common_voice_he_39778678	יש לה משמעות ל אנשים ש מקבלים הבטחת הכנסה	יש לה משמעות ל אנשים ש מקבלים הבטחת הכנסה
common_voice_he_39778679	אני רוצה לסים ממש ב בשורה אחת מספר ירמיהו	אני רוצה לסים ממש ב בשורה אחת מספר ירמיהו
common_voice_he_39778685	אני חושב ש זו בשורה גדולה מאוד ל מאות	אני חושב ש זו בשורה גדולה מאוד ל מאות
common_voice_he_39778687	יש הוראה ל כתבי ה רדיו לצאת ביחד	יש הוראה ל כתבי ה רדיו לצאת ביחד
common_voice_he_39778688	הוא ידבר שש או שבע דקות	הוא ידבר שש או שבע דקות
common_voice_he_39778690	מ הגדרת מדיניות סדורה מול ה צבור ה ערבי	מ הגדרת מדיניות סדורה מול ה צבור ה ערבי
common_voice_he_39778691	כי מתוך ה קואליציה גם בא ה תקון	כי מתוך ה קואליציה גם בא ה תקון
common_voice_he_39778692	ה משטרה נערכה ל טפול ב אלימות ב מתחמי בלוי ב סופי ה שבוע	ה משטרה נערכה ל טפול ב אלימות ב מתחמי בלוי ב סופי ה שבוע
common_voice_he_39778693	ש איננה מתנהגת גם ב ענין ה זה ב צורה ראויה	ש איננה מתנהגת גם ב ענין ה זה ב צורה ראויה
