filename	reference_text	transcribed_text
common_voice_he_39753488	היא גורמת לכך שלא רק היא	היא גורמת לכך שלא רק היא
common_voice_he_39753489	לא הייתה אף תרופה שלא הייתה בסל	לא הייתה אף תרופה שלא הייתה בסל
common_voice_he_39753490	פנו אלי סטודנטים מירושלים בשאלה מדוע אנחנו לא מקבלים את ההנחה המגיעה לנו בארנונה	פנו אלי סטודנטים מירושלים בשאלה מדוע אנחנו לא מקבלים את ההנחה המגיעה לנו בארנונה
common_voice_he_39753491	הלכנו הסתכלנו בטבע היפה עד שהגענו למורד	הלכנו הסתכלנו בטבע היפה עד שהגענו למורד
common_voice_he_39753492	המרכיב הכי חשוב הוא החצן לאמי אחדות העם	המרכיב הכי חשוב הוא החצן לאמי אחדות העם
common_voice_he_39753498	אם אתם רוצים תרומה למה לא פשוט לבקש	אם אתם רוצים תרומה למה לא פשוט לבקש
common_voice_he_39753499	אבל רק נגיד דבר אחד מעולם לא הייתי בישיבות שלמרות שהקשבתי קשב רב	אבל רק נגיד דבר אחד מעולם לא הייתי בישיבות שלמרות שהקשבתי קשב רב
common_voice_he_39753500	ואז לא ישלמו להם הבטחת הכנסה	ואז לא ישלמו להם הבטחת הכנסה
common_voice_he_39753501	אנחנו הכנסנו סנקציות מאוד מאוד מחמירות בשלושה מישורים	אנחנו הכנסנו סנקציות מאוד מאוד מחמירות בשלושה מישורים
common_voice_he_39753518	הם עובדים מתוך תחושת משבר כלכלי	הם עובדים מתוך תחושת משבר כלכלי
common_voice_he_39753519	הדבר הזה חמור מביחד כלפי חולים כרוניים שמקבלים מרשמים מדי חדש בחדשו	הדבר הזה חמור מביחד כלפי חולים כרוניים שמקבלים מרשמים מדי חדש בחדשו
common_voice_he_39753520	שהנפגעים הראשונים והעקרים הם הקבוצות החלשות באכלוסיה	שהנפגעים הראשונים והעקרים הם הקבוצות החלשות באכלוסיה
common_voice_he_39753521	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד	הרי היא מקבלת הבטחת הכנסה אולי כי בעלה לא מתפקד
common_voice_he_39753541	תחת שלטונות רשע והרדיפות הקשות ביותר	תחת שלטונות רשע והרדיפות הקשות ביותר
common_voice_he_39753542	היא נהגה ונוהגת באחריות ובזהירות מתחיבת	היא נהגה ונוהגת באחריות ובזהירות מתחיבת
common_voice_he_39753543	פיסוק או חברת מטע היא הבעלים של אינסטלטורם ואוטס	פיסוק או חברת מטע היא הבעלים של אינסטלטורם ואנווט
common_voice_he_39753544	אני מבקש לומר שזאת הזדמנות יוצאת דפן	אני מבקש לומר שזאת הזדמנות יוצאת דפן
common_voice_he_39753545	שבעיני מיליארד מצלמים הוא מנהיג וגבור כמו צלעך אי דין	שבעיני מיליארד מצלמים הוא מנהיג וגבור כמו סלעך אי דין
common_voice_he_39753570	היזמה להצעה הזאת נובעת מכמה אנינים מרכזיים	היזמה להצעה הזאת נובעת מכמה אנינים מרכזיים
common_voice_he_39753571	נכים וכו לא פוגעים בתגמולי המלואים	נכים וכו לא פוגעים בתגמולי המלואים
common_voice_he_39753572	אל תדליק את האור עדין	אל תדליק את האור עדין
common_voice_he_39753573	יש חשיבות רבה לכך ושעדות הערר יפעלו באפן שיאפשר להן להגן על זכויות המשתתפים	יש חשיבות רבה לכך ושעדות הערר יפעלו באפן שיאפשר להן להגן על זכויות המשתתפים
common_voice_he_39753574	ונבדק לארח התקופה איך זה עובד	ונבדק לארח התקופה איך זה עובד
common_voice_he_39753586	הצעדה תחל בשעה ארבע ברחבת נזכר שבין התחנה המרכזית החדשה בניני האמה בירושלים	הצעדה תחל בשעה שש עשרה ברחבת נזקור שבין התחנה המרכזית החדשה בניני האמה בירושלים
common_voice_he_39753587	למתי עליך להיות מוכן לבחינות	למתי עליך להיות מוכן לבחינות
common_voice_he_39753588	יש להם כל כך הרבה ילדים	יש להם כל כך הרבה ילדים
common_voice_he_39753589	שמא הוא מצא מקום שיהודי חרדי גם יקבל דירה	שמא הוא מצא מקום שיהודי חרדי גם יקבל דירה
common_voice_he_39753590	הציר השני הוא אזרחים ואזרחיות שהם באמת מטפלים אלטרנטיבי	הציר השני הוא אזרחים ואזרחיות שהם באמת מטפלים אלטרנטיביים
common_voice_he_39753600	כמות הרכבים הממגנים מספיקה לפעילות הגדוד ולבצוע משימותיו	כמות הרכבים המוגנים מספיקה לפעילות הגדוד ולבצוע משימותיו
common_voice_he_39753601	אני חושב שבסיום עבודת הועדה בראשות פרופסור שנירנברג	אני חושב שבסיום עבודת הועדה בראשות פרופסור שנירנברג
common_voice_he_39753602	צגיה זו שלובה בתהליך המדיני בכללותו וקשורה גם למדיניות הכוללת לגבי הנעשה ביהודה ושומרון	צגיה זו שלובה בתהליך המדיני בכללותו וקשורה גם למדיניות הכוללת לגבי הנעשה ביהודה ושומרון
common_voice_he_39753603	גורמי הבטיחות וההצלה כמו כבוי אש	גורמי הבטיחות וההצלה כמו כבוי אש
common_voice_he_39753613	אבל אני רוצה להמשיך או לפתח בנקדה שאיתן נגע בה באקראי	אבל אני רוצה להמשיך או לפתח בנקדה שאיתן נגע בה באקראי
common_voice_he_39753615	שתפקיד השופטים הוא לחולל מהפכה חברתית	שתפקיד השופטים הוא לחולל מהפכה חברתית
common_voice_he_39753616	ביום חמישי הקרוב אמור להתבצע הפנוי שלה	ביום חמישי הקרוב אמור להתבצע הפנוי שלה
common_voice_he_39753618	כפוף להוראת תקנה זו אני מודיע בזאת	כפוף להוראת תקנה זו אני מודיע בזאת
common_voice_he_39753620	אני מבטיח לצים בתוך שתי דקות	אני מבטיח לצים בתוך שתי דקות
common_voice_he_39753626	אז היית יכול לומר שגיתי במקרו כלכלה	אז היית יכול לומר שגיתי במקרו כלכלה
common_voice_he_39753629	תמיד זכיתי לקבל הרינו שמחים להודיעך	תמיד זכיתי לקבל הרינו שמחים להודיעך
common_voice_he_39753630	אז למה הם המשיכו אז בתפקידם	אז למה הם המשיכו אז בתפקידם
common_voice_he_39753631	ובגלל זה פתחו לו את הראש פעמים ושרפו את המכונית שלו ומגנו את ביתו	ובגלל זה פתחו לו את הראש פעמים ושרפו את המכונית שלו ומגנו את ביתו
common_voice_he_39753639	אנחנו מציעים סלעי לעצמאים ולעסקים קטנים	אנחנו מציעים סלעי לעצמאים ולעסקים קטנים
common_voice_he_39753640	היא לא יכולה להיות שיחת לאדם אחד	היא לא יכולה להיות שיחת לאדם אחד
common_voice_he_39753641	העולם עמוס משא לאיפה	העולם עמוס מסע לאיפה
common_voice_he_39753642	אך בבואו לפסק הוא מכיב להתחשב אך ורק בעבדות המובאות בפניו	אך בבואו לפסק הוא מכיב להתחשב אך ורק בעבדות המובאות בפניו
common_voice_he_39753643	הם עשו זאת כי הם ברוכי כשחונות	הם עשו זאת כי הם ברוכי כשחונות
common_voice_he_39753649	דרשנו ונמשיך לדרש תקציבים וחקיקה לטובת החלשים	דרשנו ונמשיך לדרש תקציבים וחקיקה לטובת החלשים
common_voice_he_39753650	באחד הימים יצא הקצין	באחד הימים יצא הקצין
common_voice_he_39753651	ואני יכול לתת לך הרבה דוגמאות	ואני יכול לתת לך הרבה דוגמאות
common_voice_he_39753652	אני רוצה להקריא משני מכתבים קטעים קצרים	אני רוצה להקריא משני מכתבים קטעים קצרים
common_voice_he_39753653	המסכת היהודית לא אפשרה לאדם לקבל רבית כאשר הוא נותן הלועג	המסכת היהודית לא אפשרה לאדם לקבל רבית כאשר הוא נותן הלועג
common_voice_he_39753654	קצין אנגלי שהיה ממנה עלינו	קצין אנגלי שהיה ממנה עלינו
common_voice_he_39753655	שיהיה להם איזה מעמד מיחד בתוך העיריה	שיהיה להם איזה מעמד מיחד בתוך העיריה
common_voice_he_39753656	לא נעשה כלום והנה ערשו אני הולך לקדם ולעשות לא	לא נעשה כלום והנה ערשו אני הולך לקדם ולעשות לא
common_voice_he_39753657	ואז אולי האויב יבין שבכוח אי אפשר	ואז אולי האויב יבין שבכוח אי אפשר
common_voice_he_39753658	הקצוץ הקשה והכואב במענקי האוזן ובתקציבי הרשויות המקומיות	הקצוץ הקשה והכואב במענקי האוזן ובתקציבי הרשויות המקומיות
common_voice_he_39771109	שלא ישלמו כמו מי שמחויך חמשת אלפים שקל	שלא ישלמו כמו מי שמחויך חמשת אלפים שקל
common_voice_he_39771111	ובגלל זה לא נגענו בקצבאות הזקנה ולא נגענו בקצבאות הנכים	ובגלל זה לא נגענו בקצבאות הזקנה ולא נגענו בקצבאות הנכים
common_voice_he_39771113	באנין הזה מדברים מדי כמה חדשים	באנין הזה מדברים מדי כמה חדשים
common_voice_he_39771115	יושב פה יושב ראש ועדת הכלכלה	יושב פה יושב ראש ועדת הכלכלה
common_voice_he_39771116	אתה מחכה לפסיק כי הוא לא יבוא	אתה מחכה לפסיק כי הוא לא יבוא
common_voice_he_39771126	מתוך רצון למנע פגיעה ברגשות הצבור	מתוך רצון למנע פגיעה ברגשות הצבור
common_voice_he_39771127	ממד הוא מרחב מוגן דירתי ואלו מעמק הוא מרחב קומתי מוגן	ממד הוא מרחב מוגן דירתי ואלו מעמק הוא מרחב קומתי מוגן
common_voice_he_39771128	כי היא באמת באה ליצר מגבלה לגבי גבה השכר בגופים הנתמכים	כי היא באמת באה ליצר מגבלה לגבי גבה השכר בגופים הנתמכים
common_voice_he_39771129	וכתוצאה ממנה לא יצאו מחבלים מתאבדים מעזה	וכתוצאה ממנה לא יצאו מחבלים מתאבדים מעזה
common_voice_he_39771130	שכן אין כמו האנין הזה בחשיבותו המייחדת כדי שהוא יהיה	שכן אין כמו האנין הזה בחשיבותו המייחדת כדי שהוא יהיה
common_voice_he_39771141	כדי שתקבל אינפורמציה נוספת שתצטבר עד אז	כדי שתקבל אינפורמציה נוספת שתצטבר עד אז
common_voice_he_39771142	עברות שחיתות אפשר לדגל בנושא הזה	עברות שחיתות אפשר לדגל בנושא הזה
common_voice_he_39771143	החלטנו אתם תביאו הכל	החלטנו אתם תביאו הכל
common_voice_he_39771144	עברת אלימות חמורה או עברה מסוג פשע	עברת אלימות חמורה או עברה מסוג פשע
common_voice_he_39771145	לעמת שמונים אחוזים לגבי צעירה יהודיה מהישובים בדרום	לעמת שמונים אחוזים לגבי צעירה יהודיה מהישובים בדרום
common_voice_he_39771175	בשורה התחתונה אומר כאן שעד שלקולות האלה מקרב הצבור החולני	בשורה התחתונה אומר כאן שעד של הקולות האלה מקרב הצבור החולני
common_voice_he_39771176	פרופסור אברהם הקשרו ופרופסור אהרן צוברחנו	פרופסור אברהם הקשרו ופרופסור אהרן צוברחנו
common_voice_he_39771177	אני רוצה להתייחס בדברי ביום הזה	אני רוצה להתייחס בדברי ביום זה
common_voice_he_39771179	בצמת יגור למרגלות הר הכרמל יש משתלת פרחים	בצמת יגור למרגלות הר הכרמל יש משתלת פרחים
common_voice_he_39771197	בגל הקצוצים הנוכחי מצגים חלק גדול מאוד מעובדי הורשתים הבוריים ככאלה שהם מיתרים	בגל הקצוצים הנוכחי מצגים חלק גדול מאוד מעובדי הורשתים הבוריים ככאלה שהם מיתרים
common_voice_he_39771198	המגמה קימת היא לשחרר מוצרים מפקוח מחירים מיד כאשר אפשר לעשות כן מבחינה כלכלית	המגמה קימת היא לשחרר מוצרים מפקוח מחירים מיד כאשר אפשר לעשות כן מבחינה כלכלית
common_voice_he_39771199	אתם העובדים הקודחים הקרועים המילונים אשר מצחכם קורן אור יגיעה ועמל	אתם העובדים הקודחים הקרועים המיליונים אשר מצחכם קורן אור יגיעה ועמל
common_voice_he_39771200	וחוקרים מהפקולטה להנדסה באוניברסיטת לבורג בדנמרק	וחוקרים מהפקולטה להנדסה באוניברסיטת ולבורג בדנמרק
common_voice_he_39771206	הילדה בקשה בלון תכלת ליום הדלת שלה	הילדה בקשה בלון תכלת ליום הדלת שלה
common_voice_he_39771208	בהעדר בני משפחה שיתנגדו ועם בקשת זקא להכיר בו כמיצגיהם	בהעדר בני משפחה שהתנגדו ועם בקשת זכה להכיר בו כמיצגיהם
common_voice_he_39771209	נצטרך גם למצע מסגרות חוץ ביתיות	נצטרך גם למצע מסגרות חוץ ביתיות
common_voice_he_39771210	אנו מציעים לחפש בשביל אנשי קומקום מקום התיבות חדש	אנו מציעים לחפש בשביל אנשי קום מקום התיבות חדש
common_voice_he_39771230	במהלך הבוררות הוכח כי חזן עסק בתקופת עבודתו בתאטרון כרואה חשבון עבור מספר לקוחות	במהלך הבוררות הוכח כי חזן עסק בתקופת עבודתו בתאטרון כרואה חשבון עבור מספר לקוחות
common_voice_he_39771231	והחל בפעילותו הצבירות הברוכה למען החקלאות וההתיישבות	והחל בפעילותו הצבירות הברוכה למען החקלאות וההתיישבות
common_voice_he_39771232	זה קורה בבלגיה זה קורה בהולנד	זה קורה בלבלביה זה קורה בהולנד
common_voice_he_39771233	הועדה המייעצת תקבע עורכי דין הראויים ומתאימים לכהנה כבורר בבוררות חובה	הועדה המייעצת תקבע עורכי דין הראויים ומתאימים לכהנה כבורר בבוררות חובה
common_voice_he_39771234	מקימת אותה בדבקות מהיום שבו השגתם את עצמאותכם	מקימת אותה בדבקות מהיום שבו השגתם את עצמאותכם
common_voice_he_39771249	משום שקשה לי להאמין שמישהו בעירית ירושלים	משום שקשה לי להאמין שמישהו בעירית ירושלים
common_voice_he_39771250	ואני רואה שיושב ראש הישיבה מפנה מבטו אלי	ואני רואה שיושב ראש הישיבה מפנה מבטו אלי
common_voice_he_39771251	אנחנו רואים שהעולם מתחלק כפי שהוא מתחלק והצביעות חוגגת	אנחנו רואים שהעולם מתחלק כפי שהוא מתחלק והצביעות חוגגת
common_voice_he_39771252	שרק בעשרים ותשעה אחוזים מהדלות יזכו במענק זה	שרק בעשרים ותשע אחוזים מהדלות יזכו במענק זה
common_voice_he_39771253	קצוץ בדמי אבטלה והחמרה בתנאי הזכאות לדמי אבטלה	קצוץ בדמי אבטלה והחמרה בתנאי הזכאות לדמי אבטלה
common_voice_he_39771261	זה היה משדר	זה היה משדר
common_voice_he_39771262	עמדת בכלל הזה במשך שתים עשרה שעות	עמדת בכלל הזה במשך שתים עשרה שעות
common_voice_he_39771263	אני שמח שגם היא תומכת בזה	אני שמח שגם היא תומכת בזה
common_voice_he_39771264	הפעם עשה משוש מעט שנוי במחלקת בסמכותו	הפעם עשה משוש מעט שנוי במחלקת בסמכותו
common_voice_he_39771265	אולי הם יכלו להשפיע בעוד כמה קולות	אולי הם יכלו להשפיע בעוד כמה קולות
common_voice_he_39771290	אני מקנא במי שחי בעולם וירטואלי	אני מקנא במי שחי בעולם וירטואלי
common_voice_he_39771291	החילים האלה לא יכלו לעשות דבר	החילים האלה לא יכלו לעשות דבר
common_voice_he_39771292	תכנית הצמיחה הנכונה היא זאת שמשקיעה בתשתית	תכנית הצמיחה הנכונה היא זאת שמשקיעה בתשתית
common_voice_he_39771293	קבוצת רעם תעל וקבוצת האחוד לאמי מציעים שסעיף זה ימחק	קבוצת רעם תעל וקבוצת האחוד לאמי מציעים שסעיף זה ימחק
common_voice_he_39771294	כי דברנו מספיק וערשו אנחנו צריכים לעשות ואף אחד לא פטור מזה	כי דברנו מספיק וערשו אנחנו צריכים לעשות ואף אחד לא פטור מזה
common_voice_he_39771305	לא הבשיל אז הייתהליך עקב העדר נכונות מקבילה בצד השני	לא הבשיל אז הייתהליך עקב העדר נכונות מקבילה בצד השני
common_voice_he_39771306	האוצר אומר שהעלות למשק היא מיליארד שקל	האוצר אומר שהעלות למשק היא מיליארד שקל
common_voice_he_39771307	זה פעם ראשונה שאני שומע שזאת עדות	זה פעם ראשונה שאני שומע שזאת עדות
common_voice_he_39771308	בעשרים וששה בדצמבר אלפים ושלוש פרסם במקומון תל אביב	בעשרים ושש בדצמבר אלפים ושלוש פרסם במקומון תל אביב
common_voice_he_39771309	שאנחנו ביהודה ובשומרון בזכות אבות ולא בחסד האמות	שאנחנו ביהודה ובשומרון בזכות אבות ולא בחסד האמות
common_voice_he_39771315	גם ולעד הממנה שם וגם למשרד החנוך	גם ולעד הממנה שם וגם למשרד החנוך
common_voice_he_39771316	בערב הסעודית לא רק שליהודי אסור לגור	בערב הסעודית לא רק שליהודי אסור לגור
common_voice_he_39771317	והשאלה הנשאלת היא איפה הייתה המשטרה	והשאלה הנשאלת היא איפה הייתה המשטרה
common_voice_he_39771318	אני מסכים שהתופעה הזאת ראויה לטפול	אני מסכים שהתופעה הזאת ראויה לטפול
common_voice_he_39771319	למעט פג אחד או ילוד אחד שהעבר לבית החולים שנידח בפתח תקוה	למעט פג אחד או ילוד אחד שהעבר לבית החולים שנידח בפתח תקוה
common_voice_he_39778670	האם כבר חלף מהעולם שלטונו של אדם באדם או שלטונו של עם בעם	האם כבר חלף מהעולם שלטונו של אדם באדם או שלטונו של עם בעם
common_voice_he_39778671	אפשר לומר שהיום אין סיוע במשכנתאות	אפשר לומר שהיום אין סיוע במשכנתאות
common_voice_he_39778673	כמובן למפלגות וכמובן הגבלת שליטה זרה	כמובן למפלגות וכמובן הגבלת שליטה זרה
common_voice_he_39778674	הם מצאו כתבת טובה לתת בראש	הם מצאו כתבת טובה לתת בראש
common_voice_he_39778675	תקבל משפחה שבה עשרה ילדים אלף מאה ושמונים שקלים בלבד	תקבל משפחה שבה עשרה ילדים אלף מאה ושמונים שקלים בלבד
common_voice_he_39778676	כי זה גורם נזק למאבקנו הצודק	כי זה גורם נזק למאבקנו הצודק
common_voice_he_39778677	אנחנו אולי רגילים לנסיגה חד צדדית	אנחנו אולי רגילים לנסיגה חד צדדית
common_voice_he_39778678	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה	יש לה משמעות לאנשים שמקבלים הבטחת הכנסה
common_voice_he_39778679	אני רוצה לצים ממש בבשורה אחת מספר ירמיהו	אני רוצה לצים ממש בבשורה אחת מספר ירמיהו
common_voice_he_39778685	אני חושב שזו בשורה גדולה מאוד למאות	אני חושב שזו בשורה גדולה מאוד למאות
common_voice_he_39778687	יש הוראה לכתבי הרדיו לצאת ביחד	יש הוראה לכתבי הרדיו לצאת ביחד
common_voice_he_39778688	הוא ידבר שש או שבע דקות	הוא ידבר שש או שבע דקות
common_voice_he_39778690	מהגדרת מדיניות סדורה מול הצבור הערבי	מהגדרת מדיניות סדורה מול הצבור הערבי
common_voice_he_39778691	כי מתוך הקואליציה גם בא ותקהן	כי מתוך הקואליציה גם בא ותקהן
common_voice_he_39778692	המשטרה נערכה לטפול באלימות במתחמי בלוי בסופי השבוע	המשטרה נערכה לטפול באלימות במתחמי בלוי בסופי השבוע
common_voice_he_39778693	שאיננה מתנהגת גם באנין הזה בצורה ראויה	שאיננה מתנהגת גם באנין הזה בצורה ראויה
common_voice_he_39778694	מחמשה עשר באוקטובר עד חמשה עשר בנובמבר זה חדש לדיונים לבחינת הנושא	מחמש עשרה באוקטובר עד חמש עשרה בנובמבר זה חדש לדיונים לבחינת הנושא
common_voice_he_39778700	אני לא מתפקד בעבודה עקב חסר בשעות שנה	אני לא מתפקד בעבודה עקב חסר בשעות שנה
common_voice_he_39778701	כי הוא החליט שלא להעלות מסים	כי הוא החליט שלא להעלות מסים
common_voice_he_39778702	מיד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים	מיד עם כניסתי לתפקיד פעלתי בשלושה מישורים שונים
common_voice_he_39778703	שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי הדבר הזה נעדר משם	שמאפשרת את השבחת כוח ההוראה באמצעות שכר דיפרנציאלי הדבר הזה נעדר משם
common_voice_he_39778704	היא בונה גטו כזה נוראי לפלסטינים	היא בונה גטו כזה נוראי לפלסטינים
common_voice_he_39778705	אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים	אנשים שפרנסתם וחייהם מעץ הזית וממסיק זיתים
common_voice_he_39778706	זה לא סתם לדעת עם מי דברת	זה לא סתם לדעת עם מי דברת
common_voice_he_39778707	וגם שתנאי העבודה עצמם הם תנאים אנושיים	וגם שתנאי העבודה עצמם הם תנאים אנושיים
common_voice_he_39778708	אני מקבל בכל לבי יש כאן פגיעה לא מבטלת	אני מקבל בכל לבי יש כאן פגיעה לא מבטלת
common_voice_he_39778709	כי לצערי הערף כבר נהפך לחזית	כי לצערי הערף כבר נהפך לחזית
common_voice_he_39785388	ואני לא קורא רק לצבור החלש	ואני לא קורא רק לצבור החלש
common_voice_he_39785389	ואני מוקה ומאמין שכך זה ימשך	ואני מוקה ומאמין שכך זה ימשך
common_voice_he_39785397	בצפון אפריקה שמשתנים ממש לנגד עינינו	בצפון אפריקה שמשתנים ממש לנגד עינינו
common_voice_he_39785398	היום אני רוצה להתייחס לנושא האנרגיה הסולרית	היום אני רוצה להתייחס לנושא האנרגיה הסולרית
common_voice_he_39785399	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת
common_voice_he_39785400	ועבדה שהחברה החזירה שלוש מאות מנות שהגיעו למקור	ועבדה שהחברה החזירה שלוש מאות מנות שהגיעו למקור
common_voice_he_39785409	אולי אפשר לחכות שיכנס אדוני המזכיר	אולי אפשר לחכות שיכנס אדוני המזכיר
common_voice_he_39785410	אני מסתכל ואני מסרב להאמין פרופסור שלמה בינרי	אני מסתכל ואני מסרב להאמין פרופסור שלמה בינרי
common_voice_he_39785411	בוחרים כלמתחלה שופט עליון שהשקפותיו הולמות זרם פוליטי מסים	בוחרים כלמתחלה שופט עליון שהשקפותיו הולמות זרם פוליטי מסים
common_voice_he_39785412	כאלו לא נתלהם וכוח עם המשטרה	כאלו לא נתלהם וכוח עם המשטרה
common_voice_he_39785413	גברים חושבים הרבה יותר על האימפריה הרומית מנשים זה לא הוכחה לאינטליגנציה גבוהה מצדם	גברים חושבים הרבה יותר על האימפריה הרומית מנשים זה לא הוכחה לאינטליגנציה גבוהה מצדם
common_voice_he_39785416	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה	אנחנו מבקשים להחליט מהי הכלכלה הציונית הראויה
common_voice_he_39785417	מרפאה זו נותנת מענה טופלי לאכלוסי שדרות ולישובי הסביבה	מרפאה זו נותנת מענה טופלי לאכלוסי שדרות ולישובי הסביבה
common_voice_he_39785418	אגיד הסתייגות אחת בפתח תשובתי תשובתי אינה כוללת את הנושא שהעלית אתה	אגיד הסתייגות אחת בפתח תשובתי תשובתי אינה כוללת את הנושא שהעלית עתה
common_voice_he_39785419	אני לא בטוח שזה לא דלף	אני לא בטוח שזה לא דלף
common_voice_he_39785420	הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת	הבעיה היא סדר עדיפויות ותקציב שמגיע לעדה הזאת
common_voice_he_39785423	הרי שבעשור האחרון התכנית הדורסנית הזאת קרמה עור וגידים	הרי שבעשור האחרון התכנית הדורסנית הזאת קרמה עור וגידים
common_voice_he_39785424	צפורה בקשה עזרה בממון משקפי קריאה	צפורה בקשה עזרה בממון משקפי קריאה
common_voice_he_39785425	קבר יוסף נמצא בסמוך למחנה הפליטים בלאטה	קבר יוסף נמצא בסמוך למחנה הפליטים בלטה
common_voice_he_39785442	זה מקרה שעלול לקרות לכל אדם בכל עת	זה מקרה שעלול לקרות לכל אדם בכל עת
common_voice_he_39785444	היא לא יכולה לסכנה לבתי הספר	היא לא יכולה לסכנה לבתי הספר
common_voice_he_39785446	נעשו ניסיונות לאתר עכואים דומים למקרים המזכרים במכתבך	נעשו ניסיונות לאתר עכואים דומים למקרים המזכרים במכתבך
common_voice_he_39785447	מקום המבנה נבחר על ידי עירית ירושלים	מקום המבנה נבחר על ידי עירית ירושלים
common_voice_he_39785449	כשזה בכרטיס וזה מגהץ אנחנו לא מרגישות	כשזה בכרטיס וזה מגהץ אנחנו לא מרגישות
common_voice_he_39785511	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ	והם מוצאים עצמם עוד הפעם מפגינים כאן בחוץ
common_voice_he_39785512	כי כנטות מחשבות כהכנסה לשם גבית אחוזים בעבור תשלום שכר דירה בדיור מוגן	כי כנטות מחשבות כהכנסה לשם גבית אחוזים בעבור תשלום שכר דירה בדיור מוגן
common_voice_he_39785513	כאשר בכפרים הערביים לא מאשרים תכניות בניה	כאשר בכפרים הערביים לא מאשרים תכניות בניה
common_voice_he_39785514	להשקיע בכביש חוצה שומרון זה בסדר	להשקיע בכביש חוצה שומרון זה בסדר
common_voice_he_39785515	תצא באוטובוס עד רחוב טשרניחובסקי ושם תחליף לקורקינט	תצא באוטובוס עד רחוב טשרניחובסקי ושם תחליף לקורקינט
common_voice_he_39831293	אתה יודע למה אני כל יום גאה לחזר הביתה	אתה יודע למה אני כל יום גאה לחזר הביתה
common_voice_he_39831294	וכוחות בטחון מרשים למשפחות לצאת מהערים	וכוחות בטחון מרשים למשפחות לצאת מהערים
common_voice_he_39831297	איך תחיה משפחה בת עשרה ילדים	איך תחיה משפחה בת עשרה ילדים
common_voice_he_39831299	זה לא נושא שכדאי או אפשר לפתח באמצעות המליאה	זה לא נושא שכדאי או אפשר לפתח באמצעות המליאה
common_voice_he_39831308	מה קורה כאשר נותנים מעבר למה שמגיע	מה קורה כאשר נותנים מעבר למה שמגיע
common_voice_he_39831309	היא גם מטמטמת והיא גם בלתי מוסרית	היא גם מטמטמת והיא גם בלתי מוסרית
common_voice_he_39831310	אבל היא מפינת גם לבני אדם מחוץ לכלא	אבל היא מפינת גם לבני אדם מחוץ לכלא
common_voice_he_39831311	הקצוץ בקצבת הילד הראשון והשני לא רלוונטי	הקצוץ בקצבת הילד הראשון והשני לא רלוונטי
common_voice_he_39831312	שאולי מישהו כתב או חתם באיזה ספר	שאולי מישהו כתב או חתם באיזה ספר
common_voice_he_39831318	גם יריע מוספה אלגיריה ומחמד תא ופיק בארין	גם יריע מוסט אגב אריה ומחמד תא ופיק בארין
common_voice_he_39831319	לא קרתה באירופה ולא קרתה בשום מקום	לא קרתה באירופה ולא קרתה בשום מקום
common_voice_he_39831320	ובעקבות זאת נחקר הפרמצבטיקה תחת אזהרה והכחיש מערבותו באנין	ובעקבות זאת נחקר הפרמצבטיקה תחת אזהרה והחיש מערבותו באנין
common_voice_he_39831321	ואלה השקוע בשפץ התשתיות באתר הציון	ואלה השקוע בשפץ התשתיות באתר הציון
common_voice_he_39831322	מי תן לך אשה פרחח שכמותך	מי תן לך אשה פרחח שכמותך
common_voice_he_39831338	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל	שאנחנו יכולים להכניס כל מיני דברים שמעבר לסל
common_voice_he_39831339	הם שטחי שפוט שנקבעו לפני שנים רבות	הם שטחי שפוט שנקבעו לפני שנים רבות
common_voice_he_39831340	ובהם משרדי התחבורה האוצר המתת החנוך	ובהם משרדי התחבורה האוצר המתת החנוך
common_voice_he_39831341	מזהירים אותך כיבים להבטיח מנגנון צמיחה	מזהירים אותך כיבים להבטיח מנגנון צמיחה
common_voice_he_39831342	זה נסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני	זה נסח התקנה תושב הרשות הפלסטינית או ממוצא פלסטיני
common_voice_he_39831343	הפליטים בסודן נמצאו בעקר בעיר הגדולה הדחף	הפליטים בסודאן נמצאו בעקר בעיר הגדולה הדחף
common_voice_he_39831344	לאחר תקופה סוערת הרי מה שנשאר אינו אלא פרשת זכרונו	לאחר תקופה סוערת הרי מה שנשאר אינו אלא פרשת זכרונו
common_voice_he_39831345	אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים	אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים
common_voice_he_39831351	בראש הועדה עומדת כבוד השופטת מרים נאור	בראש הועדה עומדת כבוד השופטת מרים נאור
common_voice_he_39831352	אמרתי דוכא בית חולים נהריה ולא בית חולים צפת	אמרתי דוכא בית חולים נהריה ולא בית חולים צפת
