filename	reference_text	transcribed_text
common_voice_he_41605155	אפילו ה אויב כבר לא מבצר מאחורי שלוש קווי הגנה סורים	אפילו ה אויב כבר לא מבצר מאחורי שלוש קווי הגנה סורים
common_voice_he_41486374	כפל אגרה עשרים ו שלוש אלף שקל	כפל אגרה עשרים ו שלוש אלף שקל
common_voice_he_40612863	ה עניין ה זה הוא מאה ו ארבעים מיליון שקל	ה עניין ה זה הוא מאה ו ארבעים מיליון שקל
common_voice_he_41486376	כי אם יש אחרית ו תקוותך לא תיכרת	כי אם יש אחרית ו תקוותך לא תיכרת
common_voice_he_41486377	זה נותן תעסוקה ל לא מעט אנשים	זה נותן תעסוקה ל לא מעט אנשים
common_voice_he_41486383	כ ש אני נכנסת ל חנות ספרים ו אני קונה ספר בודד	כ ש אני נכנסת ל חנות ספרים ו אני קונה ספר בודד
common_voice_he_41486384	ה בנקים אמרו אנחנו מוכנים להסדיר זאת ב עצמנו	ה בנקים אמרו אנחנו מוכנים להסדיר זאת ב עצמנו
common_voice_he_41486385	כי אוי ו אבוי אם יפגע אחת מה אלמנטים ה דתיים ש עליהם מרכבת ירושלים	כי אוי ו אבוי אם יפגע אחת מה אלמנטים ה דתיים ש עליהם מרכבת ירושלים
common_voice_he_41486386	זו ה קצבה ה יחידה ש יכולה לתת ל פרפלגים	זו ה קצבה ה יחידה ש יכולה לתת ל פרפלגים
common_voice_he_41486387	כי אדם ש חי נגיד מ קצבת בטוח ל אמי ו הוא שוכר דירה ב שוק ה חופשי	כי אדם ש חי נגיד מ קצבת בטוח ל אמי ו הוא שוכר דירה ב שוק ה חופשי
common_voice_he_41605156	ה שבוע קבלתי מכתב מ רעייתו ו הזדעזעתי ל שמע ש ה איש	ה שבוע קבלתי מכתב מ רעייתו ו הזדעזעתי ל שמע ש ה איש
common_voice_he_41486372	תקימנה דיאלוג פתוח ו מעמיק אשר יאפשר להן להבריא פצעים ש נותרו פתוחים עשרות שנים	תקימנה דיאלוג פתוח ו מעמיק אשר יאפשר להן להבריא פצעים ש נותרו פתוחים עשרות שנים
common_voice_he_41605157	עטרת תפארת שיבה ב דרך צדקה תמצא	עטרת תפארת שיבה ב דרך צדקה תמצא
common_voice_he_41605158	כ ש יצאתי מה מערה ה שמש הייתה כל כך חזקה ש לא יכולתי לנשום	כ ש יצאתי מה מערה ה שמש הייתה כל כך חזקה ש לא יכולתי לנשום
common_voice_he_41605159	שנויים ו שפורים משמעותיים ל טובת חילי ה מלואים	שנויים ו שפורים משמעותיים ל טובת חילי ה מלואים
common_voice_he_41605160	ל דעתי יש ב זה פתיחת פתח ל הרבה עתירות	ל דעתי יש ב זה פתיחת פתח ל הרבה עתירות
common_voice_he_41605161	פעולות ש התכוננו להן לא יצאו לפעול	פעולות ש התכוננו להן לא יצאו לפעול
common_voice_he_41605162	אולי באמת נתחיל מה נתונים ה לא קלים ב נושא ה זה	אולי באמת נתחיל מה נתונים ה לא קלים ב נושא ה זה
common_voice_he_41605163	לא מוסיפה ל שיפור ב מצב מחירי ה ברזל	לא מוסיפה ל שיפור ב מצב מחירי ה ברזל
common_voice_he_41605164	לפני כשלוש שבועות אנחנו קיימנו דיון ב וועדה ל מעמד ה אישה	לפני כשלוש שבועות אנחנו קיימנו דיון ב וועדה ל מעמד ה אישה
common_voice_he_41605165	ו אנחנו ה רסרים או ה רבטים או ה סמלים	ו אנחנו ה רסרים או ה רבטים או ה סמלים
common_voice_he_41486373	הודיעה חברת ה אפנה ה ישראלית כ נוער שלירק היא ה פרזנטורית ה מוזיקלית ה חדשה שלהם	הודיעה חברת ה אפנה ה ישראלית כ נוער שלירק היא ה פרזנטורית ה מוזיקלית ה חדשה שלהם
common_voice_he_41486371	אבל הרבה אנשים ב ימין דווקא חושבים כך	אבל הרבה אנשים ב ימין דווקא חושבים כך
common_voice_he_41616790	אני מוכן ללמד אותך את ה היסטוריה של נגבה	אני מוכן ללמד אותך את ה היסטוריה של נגבה
common_voice_he_41486353	ו לא רק מטרות מוניטריות ו מטרות כלכליות	ו לא רק מטרות מוניטריות ו מטרות כלכליות
common_voice_he_41616807	הוא אמר אני לא משתתף ב מערכת ה בחירות	הוא אמר אני לא משתתף ב מערכת ה בחירות
common_voice_he_41616808	למה ש לא תלך לישן	למה ש לא תלך לישן
common_voice_he_41616809	אני כרגע משאיר מה ש לא קשור ל דוח	אני כרגע משאיר מה ש לא קשור ל דוח
common_voice_he_41616811	עקרונית אם אשה מבקשת לסיים הריון	עקרונית אם אשה מבקשת לסיים הריון
common_voice_he_41486343	אני מעדיף ש זה יעשה מתוך הבנה	אני מעדיף ש זה יעשה מתוך הבנה
common_voice_he_41486344	כמו ש כבר דבר ב עקר מסים עקיפים	כמו ש כבר דבר ב עקר מסים עקיפים
common_voice_he_41486345	ב שעה חמש תפתח ה ישיבה ה מיוחדת ל זכרו של יצחק רבין	ב שעה חמש תפתח ה ישיבה ה מיוחדת ל זכרו של יצחק רבין
common_voice_he_41486346	אקמול צנון עם קוקטייל של סטרואידים ל הורדת ה חם	אקמול צנון עם קוקטייל של סטרואידים ל הורדת ה חם
common_voice_he_41486347	לוחשים אומרים ה קואליציה סיעה קואליציה סיעה	לוחשים אומרים ה קואליציה סיעה קואליציה סיעה
common_voice_he_41486354	אבל אין בעיה להתאכזב גם מכם	אבל אין בעיה להתאכזב גם מכם
common_voice_he_41486370	מישור ה דיון הוא מה קורה ב מאבקים פוליטיים	מישור ה דיון הוא מה קורה ב מאבקים פוליטיים
common_voice_he_41486355	כי תמות נפשי עם פלשתים זה מול ה אויב	כי תמות נפשי עם פלשתים זה מול ה אויב
common_voice_he_40612867	אוירת ה איפוק ו הרסון הייתה קצרת מועד	אוירת ה איפוק ו הרסון הייתה קצרת מועד
common_voice_he_41486358	ב אפן מבקר ב אפן סדיר ב אפן מקצב	ב אפן מבקר ב אפן סדיר ב אפן מקצב
common_voice_he_41486359	מ אימא אני מקבלת מכתבים כ סדר	מ אימא אני מקבלת מכתבים כ סדר
common_voice_he_41486360	אני לא יודע אם אנחנו נצטרף ל קואליציה ה חדשה	אני לא יודע אם אנחנו נצטרף ל קואליציה ה חדשה
common_voice_he_41486361	ה אלטרנטיבה היא ברורה ו אנחנו נקלע ל הידרדרות	ה אלטרנטיבה היא ברורה ו אנחנו נקלע ל הידרדרות
common_voice_he_41486362	עטרת זקנים בני בנים ו תפארת בנים אבותיהם	עטרת זקנים בני בנים ו תפארת בנים אבותיהם
common_voice_he_41486368	כמה עולה ה מוצר ה זה	כמה עולה ה מוצר ה זה
common_voice_he_41486369	כי בתם חמש דקות מ צלצול אנחנו מצביעים	כי בתם חמש דקות מ צלצול אנחנו מצביעים
common_voice_he_41605168	הרי זה צריך לתת אולי תשובה יותר נכונה ב תקציב ה בא	הרי זה צריך לתת אולי תשובה יותר נכונה ב תקציב ה בא
common_voice_he_41605169	האם למשל להעביר אדמות ל תושבים ה ערבים זה ציוני או לא ציוני	האם למשל להעביר אדמות ל תושבים ה ערבים זה ציוני או לא ציוני
common_voice_he_41605170	כך ש חלק מה פערים תקנו הלכה למעשה	כך ש חלק מה פערים תקנו הלכה למעשה
common_voice_he_41605213	ב דרך כלל אומרים מה ה מציעים מציעים	ב דרך כלל אומרים מה ה מציעים מציעים
common_voice_he_41605202	עם איזו יזמה חדשה ש מטרתה אחת	עם איזו יזמה חדשה ש מטרתה אחת
common_voice_he_41605203	אני סבור ש ה נושא מעלה שלל קשיים	אני סבור ש ה נושא מעלה שלל קשיים
common_voice_he_41605204	ה מנהיג ה לובי מועמר קדאפי ידוע ב עמדותיו	ה מנהיג ה לובי מועמר קדאפי ידוע ב עמדותיו
common_voice_he_41605205	ה מחירים עדין גבוהים ו לוקח זמן לטפל ב זה	ה מחירים עדין גבוהים ו לוקח זמן לטפל ב זה
common_voice_he_41605206	לא יבואו גויים ו זרים ב חלקנו ו ב אדמתנו	לא יבואו גויים ו זרים ב חלקנו ו ב אדמתנו
common_voice_he_41605208	אני מניח ש גם הוסר ספק לגבי הצבעות ידניות ל עתיד ה קרוב	אני מניח ש גם הוסר ספק לגבי הצבעות ידניות ל עתיד ה קרוב
common_voice_he_41605209	ש גם בה הוא לא ייטול עוד חלק	ש גם בה הוא לא ייטול עוד חלק
common_voice_he_41605211	אז ירושלים שואלת ב צדק למה לא אני	אז ירושלים שואלת ב צדק למה לא אני
common_voice_he_41605212	צמצום ה מגזר ה ציבורי הקטנת נטל ה מס	צמצום ה מגזר ה ציבורי הקטנת נטל ה מס
common_voice_he_39659797	ש אנחנו עושים מאמץ כולל עכשיו ל שלט ב תכניות ש נכנסות ל בתי ה ספר	ש אנחנו עושים מאמץ כולל עכשיו ל שלט ב תכניות ש נכנסות ל בתי ה ספר
common_voice_he_41605171	בוקעות בהמיות ו אלימות מה סוג שמ קצתו תאר דרך מקרה פרטי	בוקעות בהמיות ו אלימות מה סוג שמ קצתו תאר דרך מקרה פרטי
common_voice_he_39326813	אפרים רוצה אני להגיד משהו	אפרים רוצה אני להגיד משהו
common_voice_he_39326815	משום שב עניינים מן ה סוג ה זה אין שמש ב גבעון דם ו ירח ב עמק איילון	משום שב עניינים מן ה סוג ה זה אין שמש ב גבעון דם ו ירח ב עמק איילון
common_voice_he_39326816	לא ידענו מה לעשות	לא ידענו מה לעשות
common_voice_he_39326817	ראיתי ש ה כול חי ו צוהל לקראת ה יום ה זה ה יום ה אחת ב כל ה חרף	ראיתי ש ה כול חי ו צוהל לקראת ה יום ה זה ה יום ה אחת ב כל ה חרף
common_voice_he_39326818	יתכן ש אמונתי ב כל זאת עמקה	יתכן ש אמונתי ב כל זאת עמקה
common_voice_he_39326825	אין רואים כלל את ה בחור	אין רואים כלל את ה בחור
common_voice_he_39659796	נצר בני מצות אביך ו אל תיטוש תורת אמך	נצר בני מצות אביך ו אל תיטוש תורת אמך
common_voice_he_39326827	לפני כ שבועיים גלינו לוח אבן ש חקוק עליו ב כתב צידוני תרשים של מקדש	לפני כ שבועיים גלינו לוח אבן ש חקוק עליו ב כתב צידוני תרשים של מקדש
common_voice_he_39326828	שאינם נחקקים ב אפן חוקתי ו אשר לעתים קרובות הם הזויים	שאינם נחקקים ב אפן חוקתי ו אשר לעתים קרובות הם הזויים
common_voice_he_40612852	מ איפה הוא בא מה תפיסת עולמו	מ איפה הוא בא מה תפיסת עולמו
common_voice_he_41605200	כי אי אפשר ל גמר עם אי אפשר להכניע עם שלם בכוח ה כדורים ו ב רצח ו ב הרג	כי אי אפשר ל גמר עם אי אפשר להכניע עם שלם בכוח ה כדורים ו ב רצח ו ב הרג
common_voice_he_41605199	ש כבר מזמן פסקו מ להישמע ב היסטוריה ה אנושית	ש כבר מזמן פסקו מ להישמע ב היסטוריה ה אנושית
common_voice_he_41605197	נובמבר ו לפעמים מחסנים גם ב חדש דצמבר	נובמבר ו לפעמים מחסנים גם ב חדש דצמבר
common_voice_he_41605173	ה הפחתה תסתכם ב כעשרים ו שלוש אגורות ו היא נכנסה לתקף אמש ב חצות	ה הפחתה תסתכם ב כעשרים ו שלוש אגורות ו היא נכנסה לתקף אמש ב חצות
common_voice_he_41605176	הם העסיקו עובדים זרים לא חוקיים	הם העסיקו עובדים זרים לא חוקיים
common_voice_he_41605177	התגלו סגולותיו כ מארג ש נחשף אט אט יפי תארו	התגלו סגולותיו כ מארג ש נחשף אט אט יפי תארו
common_voice_he_41605178	סמל אינו זר ל תבונה	סמל אינו זר ל תבונה
common_voice_he_41605179	זה בלתי אפשרי גם מ בחינת בעלויות ב קרקע ו גם מ בחינת ה טופוגרפיה	זה בלתי אפשרי גם מ בחינת בעלויות ב קרקע ו גם מ בחינת ה טופוגרפיה
common_voice_he_41605180	אנו מזהירים מפני ה סכנה שב חפירות ה מתבצעות לאחרונה מתחת ל מסגד אל אקצא לאורך רשת מנהרות	אנו מזהירים מפני ה סכנה שב חפירות ה מתבצעות לאחרונה מתחת ל מסגד אל אקצא לאורך רשת מנהרות
common_voice_he_41605181	מי ש בונה בטונדות הוא ה צד ה חלש	מי ש בונה בטונדות הוא ה צד ה חלש
common_voice_he_41605183	ה פתרון ה מועדף הוא חנוך חנם ל גיל ה רך	ה פתרון ה מועדף הוא חנוך חנם ל גיל ה רך
common_voice_he_41605184	יישאר שם ב מעקב ו יעלה ל דיון רק ב עת הצרך	יישאר שם ב מעקב ו יעלה ל דיון רק ב עת הצרך
common_voice_he_41605185	הרבה אנטנות קטנות או אנטנה אחת גדולה	הרבה אנטנות קטנות או אנטנה אחת גדולה
common_voice_he_40612855	מ צד שני ב רדיו מכניסים הפרטה כזאת ש ספק אם ה רדיו ה ממלכתי יוכל להמשיך להתקיים	מ צד שני ב רדיו מכניסים הפרטה כזאת ש ספק אם ה רדיו ה ממלכתי יוכל להמשיך להתקיים
common_voice_he_41605188	אלא ב שמור מרכזי כוח מסיימים ב מערכות ה שלטון	אלא ב שמור מרכזי כוח מסיימים ב מערכות ה שלטון
common_voice_he_41605190	אני בעד חיזוק מזרח ירושלים כלה ב כל מקום ש בו נמצא	אני בעד חיזוק מזרח ירושלים כלה ב כל מקום ש בו נמצא
common_voice_he_41605191	אז איך הייתי יכולה לשלם עבור טפול ב חרדה	אז איך הייתי יכולה לשלם עבור טפול ב חרדה
common_voice_he_41605192	כי פארק תעשיה קיסריה נבנה ב שטח ללא שפוט	כי פארק תעשיה קיסריה נבנה ב שטח ללא שפוט
common_voice_he_41605193	בפרט ב עברות מין ו גם ב עניין אלימות	בפרט ב עברות מין ו גם ב עניין אלימות
common_voice_he_41605194	ה מופתי ה זה עכשיו דבר נגד ה יהוד	ה מופתי ה זה עכשיו דבר נגד ה יהוד
common_voice_he_41605195	ו הבנתי גם ש וועדת ה חנוך הולכת להתכנס ל דיון	ו הבנתי גם ש וועדת ה חנוך הולכת להתכנס ל דיון
common_voice_he_41605196	כדי שב בוא ה עת כאשר יתבררו ה עבדות	כדי שב בוא ה עת כאשר יתבררו ה עבדות
common_voice_he_41616792	רציניים ו חשובים אפילו הוצאו מה תכנית ה כלכלית	רציניים ו חשובים אפילו הוצאו מה תכנית ה כלכלית
common_voice_he_41616788	ראשון ל ציון ו אשדוד ישלמו פחות ירושלים	ראשון ל ציון ו אשדוד ישלמו פחות ירושלים
common_voice_he_38146667	עיניו הבריקו ו לשונו הסתבכה ב פיו	עיניו הבריקו ו לשונו הסתבכה ב פיו
common_voice_he_40909681	לא חשבתי שב מסגרת ה זאת אזדקק לעשות כן	לא חשבתי שב מסגרת ה זאת אזדקק לעשות כן
common_voice_he_38196121	ה קואליציה טוענת ש זה בזבוז זמן ו אנחנו מתישים	ה קואליציה טוענת ש זה בזבוז זמן ו אנחנו מתישים
common_voice_he_38623332	עשרים ו תשע ב יוני אלפים ו אחת עשרה ל מניינם	עשרים ו תשע ב יוני אלפים ו אחת עשרה ל מניינם
common_voice_he_38623331	זה אפשרי לחיות ב מחנה פליטים תחת ה פצצות	זה אפשרי לחיות ב מחנה פליטים תחת ה פצצות
common_voice_he_41019457	על מנת לסבר את ה אזן אתכבד להביא בפניכם נתונים מספריים מה שטח ב התייחס ל צבור ה קשישים	על מנת לסבר את ה אזן אתכבד להביא בפניכם נתונים מספריים מה שטח ב התייחס ל צבור ה קשישים
common_voice_he_38196125	רק שאלה היא אם בחרתי פה ב דרך ה טובה	רק שאלה היא אם בחרתי פה ב דרך ה טובה
common_voice_he_38196126	וכש קראתי את ה עיתון נמלא לבי יאוש	וכש קראתי את ה עיתון נמלא לבי יאוש
common_voice_he_40909678	עיכוב פרעון חובות ו עיכוב מתן מכתבי פיטורין	עיכוב פרעון חובות ו עיכוב מתן מכתבי פיטורין
common_voice_he_40909679	ו ב המשך הגישה תלונה נגדית כנגד ה משפחה ה מקומית בגין תקיפה	ו ב המשך הגישה תלונה נגדית כנגד ה משפחה ה מקומית בגין תקיפה
common_voice_he_40909680	למה אנחנו צריכים להיכנס ל דבר ש אנחנו לא יודעים איך נצא ממנו	למה אנחנו צריכים להיכנס ל דבר ש אנחנו לא יודעים איך נצא ממנו
common_voice_he_40909688	ו הם התנהגו כך ב זמן ה הכנות ל תכנית ה כלכלית	ו הם התנהגו כך ב זמן ה הכנות ל תכנית ה כלכלית
common_voice_he_38196119	לו היו אנשי ה קבוצה אוכלים כמוהו	לו היו אנשי ה קבוצה אוכלים כמוהו
common_voice_he_41019456	מה טוב חלקנו ו מה נעים גורלנו	מה טוב חלקנו ו מה נעים גורלנו
common_voice_he_40909691	ו אני חושב של עמד פה ו להשמיץ ב הכללה	ו אני חושב של עמד פה ו להשמיץ ב הכללה
common_voice_he_40909693	כי גריבת יכולה לעמד ב תשלומים ש נפסקו	כי גריבת יכולה לעמד ב תשלומים ש נפסקו
common_voice_he_40909694	גם בגין תלונה זו נפתחה חקירה	גם בגין תלונה זו נפתחה חקירה
common_voice_he_41019455	אמרתי את זה ו אמרתי תפתחו את ה סרטים ו תסתכלו	אמרתי את זה ו אמרתי תפתחו את ה סרטים ו תסתכלו
common_voice_he_40909696	לא נותנות שירותים רפואיים רק ל מי ש משלם כסף	לא נותנות שירותים רפואיים רק ל מי ש משלם כסף
common_voice_he_40909697	אני מקווה ש מהר מאוד נתן תקוה ל תושבי כפר שלם	אני מקווה ש מהר מאוד נתן תקוה ל תושבי כפר שלם
common_voice_he_40909699	ה חשיבות ה היסטורית ה לאומית ה תרבותית ו גם ה חינוכית	ה חשיבות ה היסטורית ה לאומית ה תרבותית ו גם ה חינוכית
common_voice_he_40909700	לא תעסוקה לא תקוה לא חזון	לא תעסוקה לא תקוה לא חזון
common_voice_he_38196120	פוגעים ב צורה קשה ב אנשים ש מקבלים הבטחת הכנסה	פוגעים ב צורה קשה ב אנשים ש מקבלים הבטחת הכנסה
common_voice_he_38196118	איני יודעת משום מה קניתי אותו ב אותו רגע	איני יודעת משום מה קניתי אותו ב אותו רגע
common_voice_he_41616772	כאשר חזרו ראשוני ה ציונות אל ה רעיון ה ציוני	כאשר חזרו ראשוני ה ציונות אל ה רעיון ה ציוני
common_voice_he_40978560	בן גוריון עשה אותו מעל ה חאן ה ירושלמי	בן גוריון עשה אותו מעל ה חאן ה ירושלמי
common_voice_he_43503051	ה נושא ה זה כבר עלה לפני שבועיים	ה נושא ה זה כבר עלה לפני שבועיים
common_voice_he_43503067	ה אח ה גדול היא תכנית טלוויזיה פופולרית ב ערוץ שתים	ה אח ה גדול היא תכנית טלוויזיה פופולרית ב ערוץ שתים
common_voice_he_43512945	הייתה ישיבה פה ב פגרת ה קיץ לפני שנה ו חצי	הייתה ישיבה פה ב פגרת ה קיץ לפני שנה ו חצי
common_voice_he_43512961	לא פחות ו לא יותר אני ב קצבאות ילדים לא אקצץ לעולם	לא פחות ו לא יותר אני ב קצבאות ילדים לא אקצץ לעולם
common_voice_he_43503040	כי ה נושא נדון לפני דקות לא רבות ב מליאה	כי ה נושא נדון לפני דקות לא רבות ב מליאה
common_voice_he_43503033	כ חמשת אלפים פועלים מ כפר כנא ומה סביבה נזקקים ל שרותיה	כ חמשת אלפים פועלים מ כפר כנא ומה סביבה נזקקים ל שרותיה
common_voice_he_40978535	ו אני רוצה ב פתח ה דברים למסר את תנחומי	ו אני רוצה ב פתח ה דברים למסר את תנחומי
common_voice_he_40978546	אני יודע מה זה כשהמש טרה חושדת	אני יודע מה זה כשהמש טרה חושדת
common_voice_he_40978553	גיבוש נהלים פוקדות ל טפול ו הסרת אסבסט פריך	גיבוש נהלים פוקדות ל טפול ו הסרת אסבסט פריך
common_voice_he_40978567	ה ישיבה תתקיים ב רציפות עד גמר ה הצבעה	ה ישיבה תתקיים ב רציפות עד גמר ה הצבעה
common_voice_he_38196117	ה יום ה שמים מאוד מעוננים	ה יום ה שמים מאוד מעוננים
common_voice_he_40978573	ה תכנית ה כלכלית ש מנחת כאן ו עומדת ל קריאה שניה ו שלישית	ה תכנית ה כלכלית ש מנחת כאן ו עומדת ל קריאה שניה ו שלישית
common_voice_he_40978575	נכון ש ה חלק ה זה הוא חלק מדאיג	נכון ש ה חלק ה זה הוא חלק מדאיג
common_voice_he_40978592	ו מתוך רצון להבריח הוא מוצא תקציבים למרות ה קצוצים	ו מתוך רצון להבריח הוא מוצא תקציבים למרות ה קצוצים
common_voice_he_38623347	מי ה בשמים ש את משתמשת בהם ריחם מ שבח	מי ה בשמים ש את משתמשת בהם ריחם מ שבח
common_voice_he_38195450	ספר יוסי אמר אבישי	ספר יוסי אמר אבישי
common_voice_he_38623334	ה קשי ה ראשון נוגע ל מועד עריכת הסדר ה חוב	ה קשי ה ראשון נוגע ל מועד עריכת הסדר ה חוב
common_voice_he_38195454	אם תתגלה ה אבן הרי מקומה בירושלים לפי דעתי ו לא ב ניו יורק	אם תתגלה ה אבן הרי מקומה בירושלים לפי דעתי ו לא ב ניו יורק
common_voice_he_38196114	אין חדר פנוי ב מחנה	אין חדר פנוי ב מחנה
common_voice_he_38623333	אני צריך לקחת את ה כלב שלי לספר	אני צריך לקחת את ה כלב שלי לספר
common_voice_he_40909701	ו בעוד שבוע עוד מאה ו חמשים אלף מנות	ו בעוד שבוע עוד מאה ו חמשים אלף מנות
common_voice_he_40909702	ב עלויות כלולים גם סכומי שכר מה גבוהים ב משק	ב עלויות כלולים גם סכומי שכר מה גבוהים ב משק
common_voice_he_41616575	ל עולים ש היא מביאה ו לא מתאמצת לקלט ב ארץ כמו ש צריך	ל עולים ש היא מביאה ו לא מתאמצת לקלט ב ארץ כמו ש צריך
common_voice_he_41616731	אנחנו מוכנים ל רצח אלף ו חמש מאות בני אדם ללא הבדל גזע	אנחנו מוכנים ל רצח אלף ו חמש מאות בני אדם ללא הבדל גזע
common_voice_he_41616687	ו אז יגידו איך אפשר לצאת מ עזה	ו אז יגידו איך אפשר לצאת מ עזה
common_voice_he_41616688	ו לפעמים ב ארבע או חמש או שש	ו לפעמים ב ארבע או חמש או שש
common_voice_he_41019415	אפילו כאשר הייתה ישיבה של ועדת ה תכנון ב חיפה	אפילו כאשר הייתה ישיבה של ועדת ה תכנון ב חיפה
common_voice_he_41616704	ו יעקב ו יגיד מתי הם הלכו ו ל איפה הם באו	ו יעקב ו יגיד מתי הם הלכו ו ל איפה הם באו
common_voice_he_41616707	אני שמח ש אתמול ב לילה ב ביקור פתע	אני שמח ש אתמול ב לילה ב ביקור פתע
common_voice_he_41616718	אנחנו נמצאים ב איזה רגע נדיר ב מהלך ה קדנציה ה זאת	אנחנו נמצאים ב איזה רגע נדיר ב מהלך ה קדנציה ה זאת
common_voice_he_41616728	פגישות ו ישיבות ש בהם נוטלים חלק כל ה גורמים ש קשורים ל הפקת אירוע כה מרכב ו סבוך	פגישות ו ישיבות ש בהם נוטלים חלק כל ה גורמים ש קשורים ל הפקת אירוע כה מרכב ו סבוך
common_voice_he_41616729	ש הצבעתו ה אחרונה הייתה נגד ו היא לא נקלטה	ש הצבעתו ה אחרונה הייתה נגד ו היא לא נקלטה
common_voice_he_41616730	גם מ בחינת קווי ה יסוד ו גם מ בחינת ה פילוסופיה	גם מ בחינת קווי ה יסוד ו גם מ בחינת ה פילוסופיה
common_voice_he_41616740	קבוצת סיעת קדימה קבוצת סיעת חדש	קבוצת סיעת קדימה קבוצת סיעת חדש
common_voice_he_41616579	שכן אין שואל נוסף ש לא מ מפלגות אחרות	שכן אין שואל נוסף ש לא מ מפלגות אחרות
common_voice_he_41616743	אולי היא כוללת המון נטפים	אולי היא כוללת המון נטפים
common_voice_he_41616745	שמעתי שב עיראק נהרגו ה חדש חמש מאות אנשים	שמעתי שב עיראק נהרגו ה חדש חמש מאות אנשים
common_voice_he_41616748	לחזר מ דרך ה דמים דרך ה כוח ו ה פורענות	לחזר מ דרך ה דמים דרך ה כוח ו ה פורענות
common_voice_he_41616756	אתמול התקיים מפגש ב ירדן ב חסות ה קוורטט	אתמול התקיים מפגש ב ירדן ב חסות ה קוורטט
common_voice_he_41616757	ו בעיות אחרות ש מזכרות ב תכנית ה מפרטת ש משרד ה בריאות הכין	ו בעיות אחרות ש מזכרות ב תכנית ה מפרטת ש משרד ה בריאות הכין
common_voice_he_41616760	מה ש שמעתי ו מה ש קבלנו ה החלטה של בית ה משפט	מה ש שמעתי ו מה ש קבלנו ה החלטה של בית ה משפט
common_voice_he_41616761	ה מוזיקה ה אמנות ה פלסטית ה מחול ה ספרות ה שירה	ה מוזיקה ה אמנות ה פלסטית ה מחול ה ספרות ה שירה
common_voice_he_41616762	אז אני אומר ה הצעה היא הצעה	אז אני אומר ה הצעה היא הצעה
common_voice_he_41616770	ב שדרות רחמנא ל יצלן אולי תתנו להם פעם תשובה	ב שדרות רחמנא ל יצלן אולי תתנו להם פעם תשובה
common_voice_he_41616667	בירה זה משקה אלכוהולי ש אפשר למצוא ב בר או ב פאב	בירה זה משקה אלכוהולי ש אפשר למצוא ב בר או ב פאב
common_voice_he_41616656	שב ארץ עובדים פחות אנשים מ מה ש עבדו ב עבר	שב ארץ עובדים פחות אנשים מ מה ש עבדו ב עבר
common_voice_he_41019416	ו מ שם תהיה פתוחה ה דרך ל תהליך מדיני היסטורי	ו מ שם תהיה פתוחה ה דרך ל תהליך מדיני היסטורי
common_voice_he_41616644	במשך שעות אין כאן הצבעות שמיות	במשך שעות אין כאן הצבעות שמיות
common_voice_he_41616580	חלק מה עצומים הם לא לבצע תיקונים ב ישובים ה ערביים	חלק מה עצומים הם לא לבצע תיקונים ב ישובים ה ערביים
common_voice_he_41616584	היא יכולה לבקר מעשים היא לא יכולה לבקר אנשים ב הכללה	היא יכולה לבקר מעשים היא לא יכולה לבקר אנשים ב הכללה
common_voice_he_41616601	בהם היפ הופ רגטון ריתם אנד בלוז ו מוזיקה אלקטרונית	בהם היפ הופ רגטון ריתם אנד בלוז ו מוזיקה אלקטרונית
common_voice_he_41616602	ב ישיבות אלה נדונו ה בקשות של נציגות ה סגל ה זוטר	ב ישיבות אלה נדונו ה בקשות של נציגות ה סגל ה זוטר
common_voice_he_41616604	לא רק יהודי הוא ילד בשבילו	לא רק יהודי הוא ילד בשבילו
common_voice_he_41616612	תבדקו מי ה אנשים ש מתקבלים ו מי ה אנשים ש לא מתקבלים	תבדקו מי ה אנשים ש מתקבלים ו מי ה אנשים ש לא מתקבלים
common_voice_he_41616613	אתה בתור ירושלמי צריך להגן על ירושלים	אתה בתור ירושלמי צריך להגן על ירושלים
common_voice_he_41616614	ו דחית ה הנחות ב מס הכנסה לא יפצו על זה	ו דחית ה הנחות ב מס הכנסה לא יפצו על זה
common_voice_he_41019419	ל משל ו ה בן אדם בכלל מתעלם מה בקשה	ל משל ו ה בן אדם בכלל מתעלם מה בקשה
common_voice_he_41616617	אני אישית לא רפורמי ו לא קונסרבטיבי	אני אישית לא רפורמי ו לא קונסרבטיבי
common_voice_he_41616619	ו באמת נתמודד כאן ב זירת רעיונות מעניינת	ו באמת נתמודד כאן ב זירת רעיונות מעניינת
common_voice_he_41616629	שיפור זה תרם ל שמירת ה יציבות ב אי שוויון ו ב עני לפי הכנסה כלכלית	שיפור זה תרם ל שמירת ה יציבות ב אי שוויון ו ב עני לפי הכנסה כלכלית
common_voice_he_41616635	כדי ש נדע איפה אנחנו עומדים ו נראה איך אנחנו צריכים לטפל ב סוגיה ה זאת	כדי ש נדע איפה אנחנו עומדים ו נראה איך אנחנו צריכים לטפל ב סוגיה ה זאת
common_voice_he_41616636	נכון ש התחוללו שנויים מפליגים ב מזרח ה תיכון	נכון ש התחוללו שנויים מפליגים ב מזרח ה תיכון
common_voice_he_41616637	אומרים יש ב עולם נעורים היכן נעורי	אומרים יש ב עולם נעורים היכן נעורי
common_voice_he_41616638	אפשר ש ה דיון שם יהיה דיון פתוח	אפשר ש ה דיון שם יהיה דיון פתוח
